nouns,label
허리 디스크 수술 염증,11
관절 탈구 발목 마비,17
애기 목 혹,6
무릎 슬개골 탈구 수술 재발,10
팔꿈치 통증,17
류마티스 관절염 합 병증,9
허리 디스크 수술,11
오른쪽 손목 외측 뼈 튀어 부분,17
뇌출혈,11
외상 시력 감퇴,4
다리 통증,17
일자 목 통증 상담,21
발 왼쪽 약지 발가락,5
종아리 근육통,17
경직 현상,5
보행 운동 마비 다리 허벅지 발,5
발뒤꿈치,17
왼손 중지 끝 마디 저림,10
어머니 왼쪽 무릎 퇴 행성 관절염,17
뇌졸중 추가,5
목 두통,11
눈 이상 건가,4
머리 이상,11
위장 장애 등 통증,3
간혹 오른쪽 발바닥,5
저림 현상,11
등 통증,11
손가락,17
엉덩이 우측 통증,17
우측 목덜미 팔이,11
무릎 골연화증,17
무릎 통증,17
오금 통증 대하,17
오금 통증 문의,17
오금 통증 대하,17
외측 복사뼈 옆 부분 아킬레스건 옆 부분,17
무릎 소리 통증,17
뇌성마비,5
어깨 팔 통증,17
손가락 골절,17
발목 인대 수술,17
무릎 우두둑 소리,17
다리 감각 꼭 제발,11
다리 감각 꼭 제발,11
다리 감각 꼭 제발,11
허리 디스크 실내 자전거타기 운동 요법,10
스테로이드 면역 억제제 부작용,16
관절 괴사 증상,17
허벅지 통증,11
목 디스크 두통,11
플로 테라 피 포도당 주사,10
목 디스크 목 신경 가슴,11
장통 근육통,10
일자 목 고생,21
다리 길이 검사,10
무릎 찬 물 무릎 통증,17
허리 뒤쪽 근육 염좌 언제 달리기 해도,10
급성 내출혈 대하 급,11
목 디스크 치료,11
흉부 신경 손상 통증,15
한쪽 머리 통증,5
한쪽 머리 통증,5
오른쪽 머리 통증,5
머리 다쳣는데,11
다리 부분 종아리,17
겨드랑이 통증 임파선 염,16
오금,17
주관절,17
머리 통증,5
어머니 뇌수술,11
오른발 바깥 날쪽 인대 찌릿 현상,10
습관성 근육 경직,5
오른쪽 팔 통증,17
발목 대쪽 관,17
소장 기능,3
개월 등 통증,11
어머니 냄새 맛 전혀 못,5
허리 통증,11
임파선 염 호홉 곤란,2
어깨 통증,17
허리 등 통증,11
어깨 충돌 증후군,17
손가락 감각,10
오른손 골절,17
겨드랑이 혹 남자,16
신경 성형 술 부작용 알,11
추간판탈출증 신경 눌림,11
화농 관절염 수술 달 웨이 트 트레이닝 해도,10
관절 낭 격 웨이 트 운동,10
팔꿈치,17
왼쪽 무릎관절 슬개골 골연화증,17
허리,11
다리 저리 쥐,21
허리 디스크,11
임파선 암,8
왼쪽 갈비뼈 옆구리 통증,15
발음 관절,17
손목 통증,17
임파선 염,16
골절 수술 달이 고름 피,17
목 어깨 근육 통증,11
허리뼈 금,11
목 부분 손 대면 통증,11
아이 고개 왼쪽,5
류마티스 관절염 무릎,9
허벅지 골반,17
주 엔브렐 주사 부위,9
팔뚝 주사 상당 시간 무력감,10
팔굽혀펴기 윗몸일으키기 키,10
다리,17
십자 인대 부분 파열,17
외상 뇌출혈 뇌진탕,11
류마티스 관절염 허리 디스크,9
무릅 연골 골절,17
대퇴골 골절 수술 깁스,17
요산 수치 발 증상,9
류마티스 관절염 퇴 행성 관절염,9
류마티스 관절염,9
방광 근육 통증,23
훌라우프 허리 통증,10
퇴 행성 관절염,17
전기 통증,10
혹시 퇴 행성 관절염,17
척추 디스크,11
십자 인대 수술 재활 감사 추가,10
,16
목 퇴 행성 디스 이제 살,11
운동 족욕 대하,10
뇌출혈 편 마비 팔다리 저리,11
무릎 후방 인대 대하,17
증상 류마티스 관절염,9
무릎 소리,17
회전 근계 힘줄 이상 관절 이상,17
관절 수술,17
회전 근계,17
무릎,17
어지러움 매스 움 전체 몸 오른쪽 증상,5
시술,12
무릎 힘 무릎 통증 내,17
무릎,17
허리 디스크 치료,11
추간판탈출증 치료,11
추간판탈출증,11
무릎,17
발 증상,17
새끼손가락,17
인공 관절,17
팔꿈치 통증 엘보,17
정형외과 검사 종류,17
디스크 수술 우측 다리 발목 아래 마비 증상,11
스테로이드 부작용 대처,19
스테로이드 필요시 통증 복용,12
십자 인대 부분 파열,17
척추측만증 수술 자꾸 척추 휘,11
십자 인대 파열 재활,10
걸 마비 다리 증상,10
십자 대부분 파열 수술,17
디스크 수술 신경 주사,12
손가락,17
수영 가슴 통증,20
저 전방 십자 인대 재건 술,17
무릎 통증,17
무릎,17
허리 디스크 수술 후유증,11
팔꿈치 안쪽 통증,17
팔꿈치 안쪽 통증,17
근육,10
청소년 어깨 탈구,17
등 통증,11
왼쪽 등줄기,11
손가락 마디 관절 검사 이상,17
척추 신경 이상,11
아버지 요추 번 골절 수술,11
뇌졸증 심장마비,20
무릎 판독,17
선생님 의견 루게릭병,5
오토바이 교통사고 눈 주위 부상,4
허리 척추 어깨 통증,11
겨드랑이 부어 림프종 걱정,16
반월 연골 파열 재발,17
요추협착증 마취 수술 수술,11
무릎 십자 인대 파열,17
왼쪽 관절 수술 통증 오른쪽 사타구니 통증,17
발 통증,17
등,11
다리 다리 부종,25
무릎 물이 무릎 염증,17
관절염 알,17
내 반달 연골 판 기형 관 절경 수술 베이커 스시 스트 수술 동시 함,17
어깨 회선 건염 수술 재활 치료 문의,10
무릎 재활 치료,10
무릎 물이 반복,17
오른쪽 무릎 외측 인대 봉합 수술,17
개월 디스크 파열 수술,10
왼손 저리 무언가 통증,10
중풍 끼,5
피로 등,9
무릎,17
십자 대부분 파열,17
류마티스 관절염,9
목 부분 한쪽 어깨 다리 저리,11
척추측만증 대하,11
등 통증,11
교통사고 골절,11
소아 대퇴골 골절,17
갈비뼈 돌출,15
발목 강직 발가락,17
디스크,11
디스크 대하,11
손목 인대 수술 재활 관,10
허리 통증,11
족 무릎,17
족 무릎,17
답변 족 무릎,17
이제 운동 못 증상 인대 파열,17
증세 이제 운동 못 무릎 통증,17
진짜 운동 전방 십자 인대 파열,17
허리 디스크,11
어 통증,17
부상 재활 시간,10
뇌손상 체온 치료법 식물인간,10
발 금,17
발목,17
척추 앞 증 증,11
손발 발열 부종,5
허리 통증 상담,11
무릎 뼈 괴사,17
허리 디스크,11
재활 발,10
종아리 근육 파열 비 복근 파열,17
골절 걸 발 색깔,17
강직 척추 염,9
비 복근 파열 종아리 근육 파열,17
다리 종아리 근육,17
자궁 종 수술 허리 디스크 재발,22
발목 염좌 개월,17
무릎 인대 주사 치료 환자,17
무릎 내 돌기 현재 간혹 나타남,0
먼저 감사 내 부인 파열,17
물리치료 오른쪽 무릎 내 인대 부분 파열,10
골절 핀 제거 수술,17
목 어 통증,11
어머니 허리 디스크 허리 대가,11
힘줄 염,17
왼쪽 손발 마비 통증 심해,5
한번 디스크,11
마비 다리 좌측 편 마비 근육통,5
경추 부 척수 병증 질문,11
종아리 근육 경직,5
종아리 근육 치료 시리,17
자극 하제 복용 배변,3
편 마비 팔다리 통증,5
목 근육통 통증 치료,11
무릎 내 인대 파열 후유증 파열 부디,17
십자 대부분 파열,17
무릎 내 측부 인대 부분 파열,17
걸음걸이 관절염,17
마비 요,5
오른쪽 무릎 내 인대 파열 후유증,17
무릎 내 인대 파열 후유증,17
무릎 내 인대 파열 후유증,17
오른쪽 무릎 내 인대 파열 치료 후유증,17
오른쪽 무릎 내 인대 파열,17
교통사고 목 사진 인후 증 진단 근래 팔꿈치 손 인터넷 수술 외 치료 걸 병원 검사 예방 길,21
통풍,9
왼쪽 무릎 통증 부디,17
왼쪽 무릎 통증 부디,17
오른쪽 엄지손가락 뼈마디,17
동안 신경 마비,5
발목 인대 치료 통증,17
십자 인대 파열 수술 물이,17
수영 현기증 근육,5
살 남자 무릎 통증 질문,17
허리 통증,11
척추 증,11
복부 초음파 검사,3
좀 발목 인대,17
무릎 통증,17
손가락 마디 통증,17
손가락 통증,17
항 암치료 부작용 중 목 근육통 마비 증상 인지,8
수술 증상 더 악화 요추 염좌,17
관절 내시경,17
기침 헛기침 달후 가슴 통증,2
가슴 근육통,20
오른쪽 어깨 등 통증 어지럼증,5
오른 어깨 등 통증 어지럼증,5
출산 디스크 수술 환자,11
중순 임신 디스크 수술 환자,11
저림 손가락 마디,9
어깨 통증,17
목 디스크 허리 디스크,11
달전 등 잠,11
디스크 수술,10
무릎관절 경 수술 달 계단,10
정말 검사 결과 무릎 인대 손상,17
척추측만증 질문,11
엄지 손가락 첫째 마디,17
근막 통증 증후군,21
무릎,17
척추 디스크 점,11
핵 탈출 증 질문,11
목뼈 휘었습니,11
목 퇴 행성 변화,11
허리 통증,11
요추 추간판탈출증 협착증,11
편두통,5
종아리 근육통 병원 치료 해도 낫,17
소아 류마티스 관절염,9
관련,5
목 디스크 문의사항,11
어깨 또 어깨 소리 뼈 소리,17
아이 한쪽 발 다리 골절,17
류마티스 관절염 통증,9
지붕 작업 도중 높이 낙상 머리 충격,11
일전 배랑 허리,11
경부 임파선 염,6
후방 십자 인대 재건 술 무릎 동요 측정 방법 알,17
척추 디스크 협착증 왼쪽 다리,11
혈관 부위 경련 증상 상담,5
머리,5
허리 디스크 자세,11
자전거 중 낙상 손바닥 통증 상담,17
팔꿈치 통증,17
스키장 종합,17
손상 치료 통증 질문,17
무릎 대손 상이,17
무릎 대손 좀,17
아내 통증 잠,12
부외,11
교통사고 번 손 허리뼈 골절 손가락 부기 증상,17
림프절 난소 햇 갈리 부분,16
운동 뇌경색 운동,10
근막 통 증후군 치료,21
뇌 수술,10
무릎 연골 약간,17
등쪽 통증,11
뇌경색 운동,10
신경치료 반복 효과,13
임산부 목뒤 두통,5
무릎 소리 무릎 소음,17
우측 어깨 팔,17
무릎 재활,10
전방 자인 복원 수술 관,17
무릎,17
류마티스 질환,9
두통 어지럼증,5
섬유 연골 손목 통증,17
왼쪽 얼굴 전체 안면 부종,25
팔꿈치 금 간 엑스레이 촬영 빈도 적절,17
허리 통증,11
아킬레스건 파열,17
허리 디스크,11
증상 관절염 이상근 증후군,17
자인 재 답변,17
손가락 재활 관,10
무릎 통증 질문 십자 대쪽,17
가슴 배 화끈 거림 이남,3
발 저림 증상 상담,5
등 가슴 통증,20
외상 우측 상박 제한 통증 개월 지속,17
흉추 배열,11
머리 창가 선반,11
무릎 구,17
두부 외상 추가,11
두부 외상 질문,11
신생아 머리,11
바닥 다리 다리 저림,11
무릎 십자 인대 파열 수술 철핀 제거 수술 답변,17
무릎 연골 절제 연골 이식 수술 재활 치료,17
무릎 인대,17
주먹 전건 손가락 힘줄,17
무릎 소리 가나,17
운동 측만증 걱정,11
명치 등 부위 통증,17
뇌졸증 증상,5
허리,11
양쪽 팔 체온 차이,5
허벅지 무릎 뒤쪽 걷기 힙듭니,17
손가락 관절 골절 수술 재활 관,10
발목 통증,17
주먹 힘줄 잡고 인대 부분 파열,17
무릎 물이,17
엄지손가락 측 부인,17
엄지손가락 측 부인 부상,17
류마티스 관절염 통풍,9
허리 디스크 신경 압박,11
뒤통수,11
오른쪽 허리 덩 관절 신경 압박 무릎 저림 증상,11
반월 연골 이식 수술 요,17
걸 무릎 소리,17
무릎 걸 소리,17
뇌 내부 물혹,11
머리,11
허리,11
허리 통증,11
왼쪽 다리 부분,11
손가락 아래 관절 혈관 부분 통증,5
우측 외측 반월 연골 파열,17
인대 강화 주사 대하,10
핀 제거 술,17
외상 뇌손상,17
부종,25
엄지손가락 인대 상담,17
허리 디스크,11
허리 디스크,11
엄지손가락 인대 관,17
뇌수술 흡연,11
뇌수술 흡연,11
손목인,17
정강이 뼈,17
중풍 조증 검사,5
성골 연골 염,17
성 골 연골 염,17
어깨 대가 듯 통증,17
쇄골 상단 멍울 임파선,16
머리 귀가,11
임파절,16
계단 왼쪽 무릎 통증,17
머리 돌 병원 봣,11
머리 돌 병원 갓,11
뇌진탕 질문 햇던 사람,11
임파선 염,16
왼쪽 어깨 통증 개월 경과,17
교통사고 손가락 골절,17
돌 머리,11
왼쪽 무릎 연골 판이 졎 꼭 수술,17
딸 아이 팔 팔 인대,17
딸아이 팔 팔 인대,17
출혈,11
질문,5
왼손,5
무릎 연골 수술 운동,10
자고 발바닥,5
무릎 통증,17
출혈,11
미숙아 뇌성마비,5
뇌출혈,11
달전 임파선 염 지난 상담 여성,16
허리 셨기 허리,11
덩 치가,17
머리,11
팔꿈치 인대 염증,17
손가락 발 마비,5
양쪽 어깨 높이,10
개월 아이 머리 타박상 병원,11
매번 엉치뼈 분,17
부모님 디스크,11
추간판탈출증,11
왼쪽 다리 가전체,11
머리,5
머리,5
애기 아빠 미추 골 미형 증 유전,11
통풍,9
통풍 수치 증상,9
뇌 좌상 완치 가능성,11
연골 판 절제 수술,17
허리 디스크 추간판탈출증 수술,11
연골 수술,17
목 통증 근육 해결 방법,21
목 디스크 치료 방법,11
요산,9
이유,9
무릎관절 수술 관절 운동 시기,17
허리 수술 환자,11
검사 결과 통풍,9
전방 십자 인대,17
원인 불명 증상 류마티스 검사 음성,9
류마티스 음성 반응 류마티스 증상 근막 통증 증후 과도 비슷,9
여자친구 무릎 연골 판,17
발 깁스 엉덩이 통증,17
머리 시멘트 바닥,11
신경 통증,5
팔꿈치 안쪽 골절 여기 중국 한번,17
전신 증상 팔 허리 어깨 손 발,5
어깨 아래쪽 주로 왼쪽 등쪽 통증,11
지주막하출혈 증상,17
옆 통증,23
오른쪽 턱 목뼈 전기 통증,12
종아리 근육 허리 통증,11
서혜부 림프절 몽우리 생기 약간 통증,23
머리 외상 후각 감퇴,11
웨이 트 트레이닝 허리 통증 대하,11
종 반월 연골 판 이식 수술,17
종아리 근육,17
어깨 목,21
웨이 트 트레이닝 허리 통증 상담,11
손가락 인대 손가락 마디,17
습관,10
일자 목,21
파편 창 후유 장애,10
뇌 두부 통증,11
목뼈 상담,11
손가락 마디 염증,17
자궁 술 장기 유착 증상,22
위장 무릎 관계,17
우측 골반 부 치골 골절 현재 물리치료,10
목 디스크 불안 증,10
아이 담,21
척추측만증 래서 떄,11
압박 골절 재활 훈련,10
발목 전기 통한 찌릿 통증,10
임파선 관자놀이 목 어깨 통증,5
허리 통증 심해,11
요추 번 압박 골절,11
대퇴골 무혈 괴사,17
손가락 통증 화끈 거림,10
허리,11
뒤꿈치 아킬레스건 연결 부위 부식,17
뇌졸증 진행 관정 문의,10
디스크,11
허벅지 위쪽 부분 통증,10
슬개골 골연화증,17
디스크 치료,11
디스크 수술 질문 드립 디,11
온몸 근육,9
팔꿈치 탈구 골절 재활,10
뇌경색 경직,5
허리 통증,11
정상 다시,5
목 디스크 수술 손발 저림 손발 마비 오구,11
척추측만증,11
손가락 사이 근육,10
오른쪽 엉치뼈 허벅지 통증,17
왼쪽 팔꿈치 관절,17
무릎 반월 연골 손상,17
무릎 통증,17
무릎 파열 데,17
척추 질환,11
마취 가능 여부,12
교통사고 뇌출혈 문의,11
추간판 탈출 증 재 조언,11
척추 전방 위증 관,11
근육 위축 루게릭병 환자,5
부모님 무릎,17
어깨 팔이,17
헬스 허리,11
허리,11
무릎,17
협착증,11
건강검진 결과,19
날개 뼈 주변 통증 질문,11
목뼈 한쪽 현상 하반신 마비,11
관절 골절 방치 합병증 종류,17
퇴 행성 관절 문의,17
등 위쪽,11
다리 쥐,21
허리 통증,11
상완골 골절 핀 제거,17
왼쪽 상완골 골절 수술 핀 제거,17
왼쪽 무릎 부위 후방 인대,17
림프절 이상,16
퇴 행성 관절 치료 약과,17
척추 질환,11
연골 손상 마취,17
손가락 마디 시작,17
허벅지 근육통 생기,17
어깨부상,17
내과 임파선 해,16
무릎 통증 외,17
허리 통증 심해,11
추나 요법,21
척추 과 교정,10
무릎 과 어깨 관절 이상,17
손 저리 쥐 남,21
어깨,17
목 디스크 허리 디스크,11
하반신마비 초기 증상,11
가슴 근육,21
아침 허리 통증,11
아침 허리 통증,11
아침 허리 통증,11
아침 허리 통증,11
관절 인대 근육,17
과 다한 운동 간수치 상승,3
허리 디스크 잠복 기간,11
서혜부 근육 통증,23
브라 끈 자리 척추 통증,11
머릴,11
흉골 관절 대한,15
다리 한쪽 부어 부종,25
척추 교정,10
증상 재활 의학과 치료 수 통증 치료,10
팔 팔꿈치 인대 치료,17
팔꿈치 인대,17
재활 의학 뇌경색 치료,10
무릎 종아리 발목 증상,10
허리 디스크,11
무릎 위쪽 근육,17
아기 머리 벽,11
머리 코피 것 상담,11
허리 다리 통증,11
디스크 수술 후유증,10
척추측만증 보조 착용,10
요추 염좌 상담,11
오른쪽 다리 저림,17
어머니 무릎관절,17
추간판탈출증 증상,11
림프 부종 상담 결과 임파선 염 줄 림프 부종 심,16
무릎 걸,17
