symptom,class
충녹증,ENT
임신 가능할까요 ?,OBGY
잇몸에 딱딱하게 뭔가가 났습니다.,DENT
피임약 복용중 항생제 질문이요,OBGY
심장검사비용,CA
음식물이 입에서 위까지 가는데 평균 몇시간이 걸리나요?,GI
미간과 눈썹,DERM
b형 간염 항원 항체,GI
갑자기 발 뒤꿈치 부분 통증,OS
전신 근육떨림,NR
미녹시딜 복용 계속 괜찮은지 봐주세요,DERM
임신가능성이요,OBGY
테트락심 예방접종후 햊빛,ALL
목가슴팍 뻐근함 식후 목가슴팍 열감,GI
추가질문합니다 사후피임약을 처방받아 복용해도 될까요?,OBGY
82세 혈토와혈변,GI
고농축 비타민 b를 알아보던 중 궁금한게 생겨서 여쭤봅니다!!,KTM
손톱 밑 갈라짐 무슨 영양소가 부족한 건가요?,KTM
82세 혈토와 혈변,GI
신생아 목욕할때 때를 밀어도 되나요?,DERM
링겔 맞고 난 뒤의 검은 피멍,DERM
혈압약 먹은지 3년 되었어요,CA
탐폰이용시 독성쇼크증후군,OBGY
심장 쿵 내려앉는 기분,CA
위내시경 후 왼쪽 윗배 욱신거림,GI
편두통 ,NR
위장계장애와 입냄새,GI
영양제 추천 부탁드려요~,KTM
피부 오일페이퍼 사용,DERM
신생아 눈에 마플러스나잘스프레이 분사 액이 튀었어요,OPH
복통 및 흑변,GI
피임약 휴약기,OBGY
술먹고 영양제 혹은 약복용,GI
라면을 덜 익혀먹는 습관,GI
배가아파요,GI
만성설사같은데 내과가면되나요??,GI
죄송하지만 좀 불안해서.. 다시 질문드립니다 식도암 증상?,GI
음식이 잘 안내려가요,GI
거미줄을 먹었어요,GI
똑같이 질문드려서 죄송합니다  무릎성장판,OS
단핵구수치,HEON
프리바이오틱스 유산균 매일먹어도 효과가 있을까요?,GI
축농증 약먹으면 낫겠죠?,ENT
기침이랑 헛구역질을 엄청 세게 하면 자칫하다 복강내출혈이 생길 수 있나요? ,GI
혹시 물없이 큰 캡슐알약을 먼저 먹었을 때 목에 걸려서 큰 문제가 날 수 있나요?,ENT
영양제 성조숙증 관련,KTM
데소나크림,DERM
청소년 비타치 폈을때 키성장에 방해가 될까요?,IP
알려주세요 ㅠ아스타펜정이 어떤건가요?,AN
역류성 식도염 후두염 차이점,GI
숙면 취하기위해 병원의 도움을 받을까요 ,PSY
영양제복용 질문,KTM
심장이 계속 두근거립니다,CA
목 통증,ENT
채혈 후 멍이 들었습니다. 심각한건가요,HEON
한달 전부터 심장이 빨리뛰고 통증이 있으며 폐쪽 통증도 있는거 같습니다 어디 병원을 가야할까요?,CA
어머니 께서 혀가 정말 심하게 갈라져서 음식 먹는것도 힘들고  합니다,ENT
물을 많이 마실 경우 30분 동안 소변이 얼마가 모이나요,NPH
혹시 b형간염 같은 혈액으로 감염되는 질병에 감염가능한가요?,GI
생리날에 편두통 ,OBGY
생리만 하면 편두통이 찾아 오눈데요⃗ ,OBGY
생리중 여성 청결제로 질 세척 해도 되는지요⃗ ?,OBGY
내당능장애,ENDO
여드름 때문에 스트레스 받아요...,DERM
연어셀러드를 먹었는데 비브리오패혈증에 걸린걸까요,INFC
왼쪽 엄지 근처 쥐가 나서 10분 지속 - 다음날 보니 그 자리에 큰 피멍이 생겼어요,DERM
목 스트레칭을 하다가  혈관 박리,REHM
삼킬때 왼쪽가슴통증,GI
진료비 세부내역서 검사항목에 성병검사한게 기재되있는데 성병검사 한건가요?,OBGY
혓바늘이 혀 전체에 돋았어요,ENT
당분이 많은 음료를 마시면 몇일동안 당분이 몸에 남아있나요?,ENDO
거의 두달째 설사만나오는데 왜이러는건가여 ㅠㅠ,GI
목에 뼈가 걸렸는데 위치를 모르겠어요,GI
며칠전에 파상풍 주사를 맞았는데 팔도 아직 아프고 뒷목이 뻐근한데 예방주사 때문일 수 있나요?,INFC
2주전 소화불량 증상 이후 의식적으로 트림이 자주 나옵니다.,GI
망막열공 레이저 1년됬는데,OPH
심한 피로감과 오랜기간 혓바늘,ENT
근육떨림 질문합니다,NR
아버지 뇌출혈 및 건강관리,REHM
뇌졸중이나 아니면 눈에 문제 있을까요,NR
띄엄 띄엄 두통이 띄엄띄엄 나타납니다,NR
대장 절제술 후 간헐적으로 복통이 있습니다.,GI
bst를 하다가 환자가 찔린 바늘에 찔렸습니다,INFC
 b형간염 같은 혈액으로 감염되는 질병에 감염가능한가요?,GI
미노씬 취침전에 복용해도 될까요?,INFC
목 스트레칭 두통,KTM
허벅지 힘 빠짐,REHM
입술안쪽 살에 울퉁불퉁한 느낌이 들더라구요 ,ENT
샤워할때 어지러워요,NR
철분제 복용,HEON
30분이상 지속되지 않고 혈관이 터질것 같은 두통이 느껴집니다,NR
사타주니주변,URO
몸상태가 별로 좋지 않네요 어지럽고 하니 스트레스 받네요.,KTM
띄엄띄엄 두통이 띄엄띄엄 나타납니다,NR
몸 상태,KTM
식도있는쪽이 답답하고 음식물이 넘어오고 소화가 안되는 느낌이 들고 썩은냄세가 납니디,GI
식습관,GI
발지압하면 혈액순환 좋아진거 의학적으로 신빙성이 있나여?,KTM
아침 공복 혈당,ENDO
수액투여중 연결부가 풀려 장시간방치.감염위험은없는지요,INFC
항생제 소염제 복용,INFC
양쪽 팔다리에 근육통이 계속 있습니다.,REHM
유산균 선택여부에대하여 문의드립니다.,GI
입에 혀가 아주 쓴(?) 증상,ENT
다치고 나서 파상풍 백신,INFC
가슴이 덜컹거리는건 어떤 부분에 문제가 있어서일까요,CA
머리가 지끈지끈 거립니다.,NR
목 스트레칭 할려고,REHM
팔에 쪼그만하게 보라색이 있는데 이게 뭘까요,DERM
저번질문에 관한건데  식후 영양제 한꺼번에 다같이 먹는데 괜찮은가요?,KTM
콜레스테롤 급격한 수치변화 ㅠㅠ,ENDO
영양제 복용 관련 질문드려요,KTM
목 스트레칭 할려고하다가  두통을 느꼈는데 뭘까요?,NR
손 핏줄,CS
영양제 복용 관련 문의 드려요,KTM
치실 사용방법,DENT
만성 갑상선염인데 그레이브스 병일 수 있나요?,ENDO
흉곽뒤 신경은 말초신경들로 이루워져있나요?,CS
10년가까히 괴롭히는 마른기침 고치고 싶습니다.,IP
위내시경 주의사항좀 알려주세요.,GI
폐에 물차거나 이물질 있으면 죽나요?,IP
피부에 다량 살충제 (홈키파 등) 가 살포 되었을 경우,DERM
글루타민과 글루타치온 차이(뭐가 더 나아요?) 침삼킴 강박증 증상이 있어요. 불안장애와 위장장애도 있습니다.,PSY
갑자기 가슴이 아파오면서 싸해지는 느낌이 들었어요,CA
목구멍이 아프고 열이 나요.,ENT
20대 대장암,GI
복강경수술 뱃살 많은사람이 좋나요 없는사람이 좋나요?,GI
식도염 약 복용,GI
경구피임약 복용,OBGY
운동 후 단백질 섭취,KTM
어제물어봤던 질문자인데요...  호흡곤란,IP
단백질 보충제,KTM
우측 위 사랑니 발치한 자리에 양치시 입냄새...,DENT
비타치 청소년 피면 키성장,IP
요즘 식도염이 생기고 나서부터 어지럽고 ,GI
섭식장애 악화,PSY
철분제 장기복용에 대해서,HEON
3번정도 발뒤꿈치 빨갛게 붓는 증상 이후,OS
사타구니 멍울,URO
배가 찟어지는느낌정도로 운동하면  키에방해가되나요?,GI
피부가 간지럽습니다.,DERM
중2소아비만 내분비계 관련,ENDO
손이 부으면 어떤 증상들이 있나요??,NPH
어머니의 귀를 보니  귀 주름이 있으십니다.,ENT
코로나 증상,IP
손이 부으면어떤 증상들이 있나요??,NPH
위내시경후 약을 받았는데요,GI
비염이 완치가 되지않은걸까요?,ENT
몸에 물집,DERM
위통 소화장애인데 혹시 검은변인지 여쭤봅니다 (변사진) ,GI
지방간 갑상선저하증과 임신성당뇨,ENT
자다가 배의통증,GI
자다가 추워서 자주 깨는 증상,ENDO
선크림으로 인한 햇빛의 비타민D 차단 질문,DERM
앉아서 기는아이?,NR
40도 이상의 물로 분유를 먹이면 사카자키균에 감염될 확률이 어느정도 되나요 !,INFC
혈변? 대장암과 관련이있을까요?,GI
무좀인지 아닌지 궁금합니다.,ENDO
혈변? 한 세네달정도 된 것 같아요,GI
당뇨환자입니다. 식당 밥 질문입니다.,ENDO
오큐메토론 점안액과 인공눈물만 넣으면 된다고 하셨는데 궁금한게 있어서요.,OPH
아르기닌을 복용하고 싶은데 얼굴에 홍조가 있으면 먹으면 안되는건지 문의드려요~,DERM
이것도 혈변일까요?( 변사진) ,GI
폭식증 구역 인체의 어떤 부작용을 줄수 있나요? ,PSY
목 아픔ㅠㅠ,ENT
혈압 질문이요,CA
코 뒤쪽하고 목이 아파요,ENT
제가 다이어트를 한다고  하루 한끼 혹은 두끼를 먹었고 양도 적게 먹었는데요 이런 습관은 많이 안 좋은 건가요?,ENDO
구내염 흉터인가요??,DENT
어지럽고 토할거(헛구역질) 같은 기분이드네요  ,NR
무릎통증 질문드립니다.,OS
갑상선기능항진증 일상생활 질문,ENT
최근 갑자기 체중이 빠졌습니다,ENDO
감기에 너무 자주 걸리고 한번 걸리면 오래가요,ALL
영양제 복용 시간이 궁금합니다,KTM
배탈이 자주나요,GI
답변해 주셔서 넘 감사합니다 입마름 증상원인에 대해~,ENT
콧물이 폐,IP
제 초중고 성적입니다. 성적이 낮다는 고착이 명백하나요?,PSY
날개뼈 쪽이 저립니다,REHM
이비인후과에서도 기관지와 폐검사 받아볼 수 있나요??,ENT
단백뇨,NPH
삭센다 투약한 부위가 모기 물린것처럼 반응이 일어납니다.,DERM
역류성 질환,GI
목구멍이 아픕니다.,ENT
몇일전엔 자고일어나서 오늘은 출근하는데 가슴에서 돌아다니면서 통증을 유발합니다  ,CA
알수없는 갈증이 있습니다.,ENDO
체한증상 여쭤봅니다.,GI
L트립토판 보충제 최대 복용량이 어느 정도까지인가요?,PSY
붙이는핫팩 피폭되나요??,REHM
토마토,KTM
위내시경후 질문이요,GI
제가 요새 이런 변을 간혹 봅니다. (변사진) ,GI
몸살기운이 있는데 멜록시캄 먹으면될까요?,IP
생리인 것 같은데 펑소와 많이 다릅니다,OBGY
이소티논 복용방법,DERM
쇄골이 비정상적으로 많이 휘었습니다.,OS
대상포진 질문드려요,DERM
식사를 하면 등통증과 명치통증이 너무 심해서 ,GI
발가락에 없던 점이 생겼어요,DERM
편도염 스테로이드제 복용문의,ENT
마카가 간수치를 올리나요?,GI
염증수치와 피부 트러블,DERM
단백뇨 trace 몇번재검. 재검사하고 음성인데요.,NPH
편도결석 질문 드렸던 사람입니다!,ENT
임산부 변비+물변,OBGY
점액낭종? 구내염?,ENT
벌레를 먹었습니다..,GI
마른 다리 고민,KTM
온 몸이 아프고 두통,NR
구내염,DENT
편도결석 인가요?,ENT
생리 전 증후군인가요?,OBGY
허리디스크 질문드려요,NS
땀띠는 시원한 물인가요 따뜻한 물인가요,KTM
내과질환과 허리디스크 관계 질문드려요,KTM
근데 이번에 공무원 신체 검사를 받으면서 폐사진을 찍었을때는 아무 문제가 없었기도 합니다 ,IP
 며칠전에 역류성식도염에 걸려서 그런지 모르겠는데 숨 쉬는게 갑갑,GI
딱지? 피지?,DERM
심장이.. 갑자기 쾅쾅 뛰어서 깨요,CA
비지속성 심실빈맥,CA
사진을 첨부하여 다시 질문드립니다.  남편이 b형 간염 비활동성입니다.,GI
남편이 b형 간염 보균자입니다,GI
자고 일어났더니 입가가 저려요,ENT
탈모 관리를 하면 나아질까요?,DERM
임신,OBGY
대장내시경 질문,GI
b형간염보균자 전염경로,GI
내시경검사 이형성협심증입니다 ,CA
머리가 어지럽고 아파요,NR
바디로션도 얼굴에발라도 되나요?,DERM
역류성 후두염으로  약 복용중 입마름 및 목갈증이 심합니다.,ENT
장염 약 복용 문의요.,GI
가스도 많이 나오고 위가 많이 쓰려요.,GI
역류성식도염 먹어도 되는 음식,GI
대변에서 약냄새가 납니다,GI
눈 밑 떨림이 심한데 마그네슘이 많은 식품 추천해주세요,NR
혀 백반증일까요?,DERM
심장 두근거리고 조이는 느낌,CA
몸 유지 운동을 안하면 다시돌아오겠죠?,REHM
목이 간질거리고 가래에서 피가 나와요,IP
다리 감각이상,NR
불안함 질문,PSY
아기 머리둘레 소두증일까 걱정됩니다.,NR
손목건초염으로 처방받은 약과 소화불량(과민성대장)으로 처방받은 약을 같이 먹어도 될까요?,GI
더위먹는 것에 대해,REHM
명치 통증,CA
경구 피임약 부작용에 대해 문의드릴게요.,OBGY
렌즈삽일술 받은지 10일 정도 됬는데요,OPH
기관지에 가래가 있을 경우에 어떤 증상이 나타나는지 알고 싶습니다.,IP
플라스틱 폴리 염화비닐 사용시 내분비계 교란물질,ENDO
안녕하세요.. 혈액검사를 받았는데 ALT(SGPT) 수치가 높게 나와서 문의드립니다.,GI
눈 흰자가 갑자기 너무 빨개요ㅜㅜ,OPH
혈변일까요..?,GI
한번 머리감을때 샴푸를 많이하면 탈모에 걸리나요?,DERM
급체? 후 피묻은 점액?이 나와요,GI
몸무게빼서 생리안하면 몸에 영향끼치나요?,OBGY
너클이 거뭇하고 살갗이 일어납니다,DERM
손허리손가락관절(너클) 피부가 거뭇해지고 살갗이 뜹니다,RHEU
복부팽만 그리고 손발이 붓습니다 ,GI
바른 배변 습관중 항문 청결 유지에 관한 궁금증이 있습니다.,GS
대상포진예방주사 부작용,INFC
두통 어지러움 소화불량 식욕부진 근육통 피로감 무기력함 ,KTM
임파선 부음,INFC
식단조절안하고 학생다이어트,ENDO
혀에 노란게 생겼어요,DENT
복통 조금과 대변에 점액질이 있습니다.,GI
왼쪽 눈밑광대  저림,NR
칼슘제 복용 계속해도 되나요?,ENDO
침삼킬때 소리가 나고 삼키기 힘든 증상은 뭔가요?,GI
관계후 복통,OBGY
여름철 옆구리 쓰림원인,GI
소화기관이 짜릿한느낌,GI
장염 후유증도 있나요?,GI
이유 없는 헛구역질,GI
항우울제,PSY
음식 삼킬 때 목 따가움,ENT
위 통증,GI
장염 문의요.,GI
성장판 검사를 한 1년전에 했는데,OS
왼쪽 갈비뼈 아래 통증과 심장에 찌릿찌릿하고 찌르는 느낌,CA
얼리임테기사용시기,OBGY
편도선 출혈,ENT
상복부 답답함(음식물이 정체되어있는 느낌)과 식욕부진 및 체중감소를 경험했습니다,GI
저혈당 증상중에 질문,ENDO
중성지방 and 낮은 HDL 콜레스테롤,ENDO
쌀종이튀긴거몸에안좋나요? 키는요,KTM
경찰 체력시험 도핑약물 문의드립니다,AN
신생아 태열,INFC
어지럼증 구토감,NR
이마가 굳은 느낌이 납니다,NR
그냥 고안압증인데 스테로이드약 먹어도 되나요?,OPH
